term	file	line
GO:0005615	interpro2go	InterPro:IPR040301 Secretoglobin 3A > GO:extracellular space ; GO:0005615
GO:0005615	uniprotkb_kw2go	UniProtKB-KW:KW-0202 Cytokine > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000042799 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000083251 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000136819 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000136830 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000141825 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000142760 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000142773 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000168466 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000483752 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000618760 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000638782 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000640755 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000736773 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000758760 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000954751 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR000955753 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001350759 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001419794 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001480757 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001503762 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001553775 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001591783 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001591784 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001661757 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001683789 > GO:extracellular space ; GO:0005615
GO:0005615	unirule2go	UniRule:UR001903776 > GO:extracellular space ; GO:0005615
