term	file	line
GO:0047473	hamap2go	HAMAP:MF_00593 > GO:D-alanine [D-alanyl carrier protein] ligase activity ; GO:0047473
GO:0047473	interpro2go	InterPro:IPR010072 D-alanine--D-alanyl carrier protein ligase > GO:D-alanine [D-alanyl carrier protein] ligase activity ; GO:0047473
GO:0047473	unirule2go	UniRule:UR000031302 > GO:D-alanine [D-alanyl carrier protein] ligase activity ; GO:0047473
GO:0048258	metacyc2go	MetaCyc:KETOGLUCOSE-REDUCTASE-RXN > GO:3-ketoglucose-reductase activity ; GO:0048258
GO:0052687	kegg_reaction2go	KEGG_REACTION:R06396 > GO:(3R)-3-isopropenyl-6-oxoheptanoate:CoA ligase (ADP-forming) activity ; GO:0052687
GO:0052688	kegg_reaction2go	KEGG_REACTION:R06515 > GO:(3R)-3-isopropenyl-6-oxoheptanoate:CoA ligase (AMP-forming) activity ; GO:0052688
GO:0052754	metacyc2go	MetaCyc:RXN-18273 > GO:GTP:coenzyme F420 guanyltransferase activity ; GO:0052754
GO:0097265	reactome2go	Reactome:R-HSA-2161776 > GO:5(S)-hydroxyeicosatetraenoic acid dehydrogenase activity ; GO:0097265
GO:0098617	reactome2go	Reactome:R-HSA-2408540 > GO:adenylylselenate kinase activity ; GO:0098617
GO:0098624	reactome2go	Reactome:R-HSA-2408548 > GO:3'-phosphoadenylylselenate reductase activity ; GO:0098624
GO:0101014	metacyc2go	MetaCyc:DEPHOSICITDEHASE-RXN > GO:[isocitrate dehydrogenase (NADP+)] phosphatase activity ; GO:0101014
GO:0102037	metacyc2go	MetaCyc:R361-RXN > GO:4-nitrotoluene monooxygenase activity ; GO:0102037
GO:0102044	metacyc2go	MetaCyc:RXN-10421 > GO:3-chlorobenzoate-4,5-oxygenase activity ; GO:0102044
GO:0102045	metacyc2go	MetaCyc:RXN-10422 > GO:3-chlorobenzoate-3,4-oxygenase activity ; GO:0102045
GO:0102046	metacyc2go	MetaCyc:RXN-10427 > GO:3,4-dichlorobenzoate-4,5-oxygenase activity ; GO:0102046
GO:0102083	metacyc2go	MetaCyc:RXN-10857 > GO:7,8-dihydromonapterin aldolase activity ; GO:0102083
GO:0102134	metacyc2go	MetaCyc:RXN-11529 > GO:(22S)-22-hydroxy-campesterol C-23 hydroxylase activity ; GO:0102134
GO:0102135	metacyc2go	MetaCyc:RXN-11530 > GO:(22S)-22-hydroxy-campest-4-en-3-one C-23 hydroxylase activity ; GO:0102135
GO:0102157	metacyc2go	MetaCyc:RXN-11729 > GO:(R)-sulfopropanediol 2-dehydrogenase activity ; GO:0102157
GO:0102232	metacyc2go	MetaCyc:RXN-12281 > GO:acrolein reductase activity ; GO:0102232
GO:0102235	metacyc2go	MetaCyc:RXN-12295 > GO:1-penten-3-one reductase activity ; GO:0102235
GO:0102369	metacyc2go	MetaCyc:RXN-13491 > GO:11alpha-30-dihydroxy beta-amyrin dehydrogenase activity ; GO:0102369
GO:0102394	metacyc2go	MetaCyc:RXN-13637 > GO:4-hydroxy-L-isoleucine dehydrogenase activity ; GO:0102394
GO:0102423	metacyc2go	MetaCyc:RXN-13818 > GO:(+)-sesaminol 2-O-glucosyltransferase activity ; GO:0102423
GO:0102459	metacyc2go	MetaCyc:RXN-14005 > GO:8-oxo-dADP diphosphate phosphatase activity ; GO:0102459
GO:0102501	metacyc2go	MetaCyc:RXN-14368 > GO:D-fructuronate reductase activity ; GO:0102501
GO:0102539	metacyc2go	MetaCyc:RXN-14769 > GO:UDP-N-acetyl-alpha-D-fucosamine dehydrogenase activity ; GO:0102539
GO:0102610	metacyc2go	MetaCyc:RXN-15442 > GO:(+)-secoisolariciresinol glucosyltransferase activity ; GO:0102610
GO:0102611	metacyc2go	MetaCyc:RXN-15443 > GO:(+)-secoisolariciresinol monoglucoside glucosyltransferase activity ; GO:0102611
GO:0102634	metacyc2go	MetaCyc:RXN-15586 > GO:1,3,6,8-tetrahydroxynaphthalene monooxygenase (quinone-forming) activity ; GO:0102634
GO:0102641	metacyc2go	MetaCyc:RXN-15743 > GO:(R)-lactaldehyde dehydrogenase activity ; GO:0102641
GO:0102645	metacyc2go	MetaCyc:RXN-15758 > GO:17(E)-cheilanthenediol synthase activity ; GO:0102645
GO:0102646	metacyc2go	MetaCyc:RXN-15759 > GO:14betaH-scalarane-17alpha-19-diol synthase activity ; GO:0102646
GO:0102679	metacyc2go	MetaCyc:RXN-4230 > GO:(5alpha)-campestan-3-one hydroxylase activity ; GO:0102679
GO:0102702	metacyc2go	MetaCyc:RXN-5122 > GO:2-carene synthase activity ; GO:0102702
GO:0102894	metacyc2go	MetaCyc:RXN-8481 > GO:UDPG:cyclo-DOPA 5-O-glucosyltransferase activity ; GO:0102894
GO:0102931	metacyc2go	MetaCyc:RXN-8931 > GO:(Z,E)-alpha- farnesene synthase activity ; GO:0102931
GO:0102937	metacyc2go	MetaCyc:RXN-9014 > GO:16-alpha-hydroxygypsogenate-UDP-glucosyltransferase activity ; GO:0102937
GO:0102947	metacyc2go	MetaCyc:RXN-9045 > GO:(+)-delta-cadinene-8-hydroxylase activity ; GO:0102947
GO:0102949	metacyc2go	MetaCyc:RXN-9082 > GO:1,2-rhamnosyltransferase activity ; GO:0102949
GO:0103004	metacyc2go	MetaCyc:RXN-9805 > GO:9,10-epoxystearate hydroxylase activity ; GO:0103004
GO:0103006	metacyc2go	MetaCyc:RXN-9807 > GO:9,10-dihydroxystearate hydroxylase activity ; GO:0103006
GO:0103037	metacyc2go	MetaCyc:RXN0-5410 > GO:L-glyceraldehyde 3-phosphate reductase activity ; GO:0103037
GO:0103040	metacyc2go	MetaCyc:RXN0-6371 > GO:aldose sugar dehydrogenase activity ; GO:0103040
GO:0140111	metacyc2go	MetaCyc:RXN-16470 > GO:[choline trimethylamine-lyase]-activating enzyme activity ; GO:0140111
