term	file	line
GO:0006468	interpro2go	InterPro:IPR034664 Classical protein kinase C beta, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034665 Novel protein kinase C eta, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034667 Novel protein kinase C delta, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034668 Novel protein kinase C theta, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034669 Novel protein kinase C epsilon, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034670 Checkpoint kinase 1, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034671 Hormonally up-regulated neu tumour-associated kinase, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034672 Salt-Inducible kinase, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034673 Maternal embryonic leucine zipper kinase, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034674 Serine/threonine-protein kinase Kin4/ppk1, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034675 Protein kinase B gamma, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034676 Protein kinase B alpha, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR034677 Protein Kinase B beta, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR035056 MST4, kinase domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR035060 Serine/threonine kinase 25, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR035062 Kic1p-like serine/threonine kinase, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR035063 p21-activated kinase 3, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR035064 p21-activated kinase 2, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR036137 Focal adhesion kinase, targeting (FAT) domain superfamily > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR037313 Serine/threonine-protein kinase N, first HR1 domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR044092 Serine/threonine-protein PRP4, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR044093 Cyclin-dependent kinase 10, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR044131 Dual specificity tyrosine-phosphorylation-regulated kinase 1A/1B, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR045216 Casein Kinase 2, subunit alpha > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR045267 Cyclin-dependent kinase 11/PITSLRE, catalytic domain > GO:protein phosphorylation ; GO:0006468
GO:0006468	interpro2go	InterPro:IPR045272 Receptor-like protein kinase ANXUR1/2-like > GO:protein phosphorylation ; GO:0006468
GO:0006468	hamap2go	HAMAP:MF_00921 > GO:protein phosphorylation ; GO:0006468
GO:0006468	hamap2go	HAMAP:MF_01062 > GO:protein phosphorylation ; GO:0006468
GO:0006468	unirule2go	UniRule:UR000100369 > GO:protein phosphorylation ; GO:0006468
GO:0006468	unirule2go	UniRule:UR000100579 > GO:protein phosphorylation ; GO:0006468
